reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOHzvFWUZdwIhMhLN2g_5mIHJvX_W7WWARbrVlerjUwaTk-BuZYYm1s_LO6_9tmNQ1ev4EQRxWsYlBsjuw0,Pooja Shree,https://play-lh.googleusercontent.com/a-/AOh14Gi3zTQiPiCHJgb7hWgoq72B7aSwOSqL5pabXzIh,please make sure that the image download fast...it is tooo slow..it is worser.. otherwise app is sooo cute ❤️,2,0,2.122.0,2021-08-14 05:36:58,"Hi Shree, we're sorry if the app takes time to download images. Here in Canva, we want to make sure that you are properly assisted with the issue you encountered. Please provide us more details through here: canva.me/android. Don't forget to check for updates to get all the functionality of the app. - Lou",2021-08-21 23:50:09
gp:AOqpTOH65p5YPAv6ty6xFof7ZJ5WrT_KaluYLi_PowOjh0H_M7ZC8h1m3irzaWuu2Lx1Mzkk3GS8LNx9UtFgFMk,Garrett Minner,https://play-lh.googleusercontent.com/a/AATXAJxZ-5Ty-V78AhnKDXSDARaKEANWaKRltCS-W_Sj=mo,I think this is amazing application and the fact is welcome to come in my office and we will get to know each others as much as we can,5,0,2.119.0,2021-07-15 03:52:45,,
gp:AOqpTOHChyAeeAt6--wkqLAtBrBYuKVojUKRBI0Jz8RSHmBFO6Y4HLIRTsduyfZrI3zYT8cSnj0OiI3W4uyxEow,TN : 37 BRO,https://play-lh.googleusercontent.com/a-/AOh14Gj533ZY_-voFlduK6jVypqhxQqzweXDxeCHlQwLNQ,really super editing app . when I downloaded first i don't know to use after someday this app is marvelous,5,0,2.122.0,2021-07-31 07:19:52,,
gp:AOqpTOGq-IEz0NAYm3r5Y4lyxGeeY0OPoeb6Mq0Ym5daQGGnSkjJb4sKYhp4xPLQwVVGica1ra5j3tTPQga8WGQ,Muhammad Fadlan,https://play-lh.googleusercontent.com/a/AATXAJxHIhiCC2Io9bAKL-M-5xmKyFHY4_OlZFt3hpNi=mo,Pretty good but the crop tools pretty hard to control,4,0,2.119.0,2021-07-12 06:31:28,"Hi Muhammad. We're sorry to hear that you're having trouble with the app. We will make sure to take note of this for us to improve the app. For us to check, kindly send us a screenshot or a recording of the issue and send it through canva.me/android. Please keep an eye to our future updates with performance improvements. Thank you -Gel",2021-08-03 14:12:55
gp:AOqpTOEfczzrj6YvbFfny0Qg9ToAocjTyYIlQ0Mh2MgGRsJxavF14bB1y5_A1N4xBaDh4ZSdyoW7ec2qzJ5Aexo,Vishnu Safaya,https://play-lh.googleusercontent.com/a-/AOh14GioC_i-rW7gmhif3SfvDvnsXb2yrlT0QM2suQKE,This service is great. Great templates.,5,0,2.117.0,2021-06-28 09:59:17,,
gp:AOqpTOEwfQxCOM9ijFXdjlFZkPH2jbbvkBr3NLYkD2VPkvaEfZvjj1oD79xQJAfACqFOcqZIkGFriaf9Br8ga8c,frances menefee,https://play-lh.googleusercontent.com/a-/AOh14GhdeEk3fXPKgSbh57dt9-dgRanihDhgzvEKBA0L_A,lovely app it's great for business and just for fun,5,0,2.126.0,2021-08-30 04:14:58,,
gp:AOqpTOEU-HPCxcN_KIX3Qi4nTrVZgsIg7sB4QOGGod4ZulUm8VOAslHEmLmD5t4JxZdonr08pUPxIJjERcZzH5M,Amelia Husni,https://play-lh.googleusercontent.com/a/AATXAJxXfFVn2LLr4i1TRGLPsHyYkLMa2NEu6Rx-WG9n=mo,waiting so long for save the result of editing. please fix it.,1,0,2.117.0,2021-06-30 10:57:49,"Hi Amelia. We're sorry to hear that you are having trouble with the app. We will make sure to take note of this for us to improve the app. For us to check, kindly send us a screenshot or a recording of the issue and send it through canva.me/android. Kindly keep an eye to our future updates with performance improvements. Thank you -Gel",2021-06-30 20:47:26
gp:AOqpTOEFzFKsghoRztPjBoSaEtaUCy40TYjgwz-4NZHnSi1MtfcydIik8Yhd4JHphMnD3ewRNz02czAgR964-P0,sathyaraj s,https://play-lh.googleusercontent.com/a-/AOh14GgY32deA_fhKcdGPA2rEAUxWRVAJDpAc98yqg8ztw,really helpful for a creators. it's give more templates.,5,0,2.120.0,2021-07-16 17:19:08,,
gp:AOqpTOETUuxEdw_paDg_K8Fr05yF2S1b38Pso2qtmDOBwNgDg15JpgbjrMtV4WLXh71Yb2bHfSqiXEU9cPjXkQg,Vikas solankar,https://play-lh.googleusercontent.com/a-/AOh14GjAMd_jRJdkJi5gSDJaIfQxJdSTF21uXnC_3W0S,"super, for creaters , forever for me like friend so recommend for you this application 🤘😎",5,0,2.127.0,2021-09-05 07:56:43,,
gp:AOqpTOHfab8A5R_5qcJd0dJWZaWCAgqA3zViEhOM8VYR8y8RwLPM4YRYwR-iZ8kK_HPdYh7tFdgkchnlSnpWSxI,Ken Isaac Tibio,https://play-lh.googleusercontent.com/a-/AOh14GhGiNxvj4pofoEJYszucu316C1havRdAVe-HzGZMQ,Perfect for editing and so many free templates.😍😍,5,0,2.122.0,2021-07-30 16:11:43,,
gp:AOqpTOG5MfRHHT-4zpGDs-Qh4q0lvCjU9WFgFZBMOFOHbe5y4qyxaM6Du526qVbB3ZtKH3GKF0V-lgHeWAmmVkQ,KujoTheUnderDog,https://play-lh.googleusercontent.com/a/AATXAJxzVi4urV7eQgGFQq6YqcWpC_nJNE1gopZYAkHw=mo,Would be great if it didn't keep forgetting that I'm using Pro and taking away certain options such as resize!!!,4,0,2.118.0,2021-07-06 20:31:52,"Hello Kujo. Sorry to hear that you are unsatisfied with your downloaded design and the app performance. This is not what we want you to experience. We have released a new version of the app with improvements and we request you to kindly update yours. If errors persist, please send us a report with a screenshot at canva.me/android. Thanks. - Cynch",2021-07-27 00:05:17
gp:AOqpTOFlDl4Zhdne3lf26Gl4ci83UR2-jmLRF2-2f5ZzzCXgwaE2FJslClAWLwRN1mcoit1wFra4kNJPs96m2Zo,Lei,https://play-lh.googleusercontent.com/a-/AOh14GhrhJJ2dSwMIcdcRo5jISbw_XlgE7gxJ8N01nJaKg,Stop stealing money.You charged me even I cancelled my subscription before trial ended and theres no to request refund?can fill up form but submit bottom is not valid? Give me back my money.im not even satisfied with your app and deleted it,1,0,2.123.0,2021-08-09 22:16:32,"Hello Lei, we're sorry to hear about your subscription issue. Since your subscription is tied with your device store, we recommend reaching out to them for refund/dispute concerns. if you need more help with this, please reach us at canva.me/android. Many thanks for your patience. - Cynch",2021-08-16 00:57:27
gp:AOqpTOESxtriGNCI3egJb8LWCGVIAv7tn1ySKUa6m-WNC3TJ-M7XdePHKKV8q1KgdSRbNp_7E6cL15VCmwQVers,Hazel Capangpangan,https://play-lh.googleusercontent.com/a/AATXAJyx-RlvgczftKiRgDMt-CBJVKlzwnKaYKn-7qrK=mo,i love this app.. good for editing photos.. and its free👍,5,0,2.119.0,2021-07-11 14:40:53,,
gp:AOqpTOE2hKabXnHQPUAxnsAm1tg-XeFyOjBOqLBFL0-kozfYstDIyqz5OSqAYk-1Bm2q8nbuBEqmLoSEawOElP8,Gopi nathan,https://play-lh.googleusercontent.com/a-/AOh14GgCMzLhZnBLfzxGvx-yvdeZn4SLBq-sCUqMU1WvSw,Don't download it. Without your login like Google & face book it's not working. it just a photo editor app. Why it's asking our personal information,1,0,2.122.0,2021-07-31 15:49:07,"Hello Nathan. Canva requires our user to register their email address and sign up to help us authenticate the account as well as let us easily save/sync the designs. Don't forget to check for updates to get all the functionality of the app. For other concerns, visit canva.me/android. - Lou",2021-08-09 06:06:38
gp:AOqpTOGfV9mmC1qxejckEgQvgUdNalCCY60fGgiMP89i136aMgyv5v_csOcI_6mfWZ7DvVBqCU4nFXeSS0PKmIw,Rojan Subedi,https://play-lh.googleusercontent.com/a/AATXAJyfW0D1na2ms7CDVVh4OkxbmToRKLlGmFAkAsnI=mo,It is so amazing 😍😍 app. When I use for you tube video I get manny view 😁😁,5,0,2.122.0,2021-07-31 14:47:18,,
gp:AOqpTOHdK3RSDDDGXu87WUofz1Oph6iRJG8Kb6OrwpDhFF1dmDAwkGA9geX2OYmy3fkvHueqsufEiM6uMldr4F8,Judilyn Tajores,https://play-lh.googleusercontent.com/a/AATXAJxSae1Vls82L12I3MMbC-dmR3EeThhFBLlqnz0U=mo,i like this app no adds and perfect for editing,5,0,2.127.0,2021-09-09 04:04:05,,
gp:AOqpTOFMbeJG3MEgxRxE8F0A9sxoVGZwQG4Q5GElyRGXS5tmvTXIg4rQuYbQbwJGVmC39BFZEVlBG8j8pyersYM,Seyedh M,https://play-lh.googleusercontent.com/a/AATXAJzf6ZkEfcErYzaLsREQxWkiDGFyXNKSaN2C4DWu=mo,"lots of free styles , easy to use",5,0,2.119.0,2021-07-20 18:12:27,,
gp:AOqpTOEmJQK9AJGRo_hCz8_duYTVIDY7YRolM8mac5s5Xa9GpIDjGXF8EeQATKFYoGj_OcBINskWD6YnGW-nchg,Ajeta Krishnatre,https://play-lh.googleusercontent.com/a-/AOh14GjQjjiF264BUJDQ_eLzFcZbvMQYj4Va6F5iAtfTQgM,Please tell me your contact email! I have been charged twice!. I am unable to submit my issue. Kindly help!,1,0,2.124.0,2021-08-17 16:44:22,"Hi Ajeta, thank your for reaching out to us. Here in Canva, we want to make sure that you are properly assisted with the issue you encountered. Please provide us more details through here: canva.me/android. Don't forget to check for updates to get all the functionality of the app. - Lou",2021-08-24 01:54:50
gp:AOqpTOFrimnt0c9VjCb3kz0AvQRKh4PhZQT-VZ27xIdvMLUKZgthVMbfUqqhrEg9Ye4imVgX5AjEdisSXchgqX8,Mbili Mwanza,https://play-lh.googleusercontent.com/a-/AOh14Gi5t4lOybLfBHPsKrkx6-MUR2tWlK3BojqLrQ_X,Best and fastest tool to edit photos on the fly,5,0,2.121.1,2021-07-26 18:02:10,,
gp:AOqpTOFIp7-Ihmzw-u6SUoTjZEVtpzk1LmYLRd8KyWzggKeYgb3ehSeHieY6ZMCdYGk1ROB7rNc4VuFH-of0Gdw,Dan Nicolas,https://play-lh.googleusercontent.com/a/AATXAJx3cncoKSYlmIIoqU32usmlLbRuNfZ0AosUXoRT=mo,This app really helps me a lot in creating graphics. now I can make them in minutes,5,0,2.117.0,2021-06-29 14:42:22,,
gp:AOqpTOF9s1CO19GwUB_lH8bH-POWK2NEJjUFy0zA_Tu_ZVn3mExS7fOxdXnU3NwHsqCPqlx9XL2BYlSip32zuKA,Ramamani S,https://play-lh.googleusercontent.com/a-/AOh14Ghgbb97LUBFMcu91GwcoC8w7FyaK16U9fNodUVSGA,It's good but the line which comes while presenting slides which shows slide numbers it disturbed the view of presentation,4,0,2.121.1,2021-07-28 05:40:45,"Hi Ramamani, thanks for the rating. We are sorry for the line which comes while presenting slides. To fix this issue, try to update your app on its new version because we include improvement performances and bug fixes. If the issue persists, send us the details through this link: canva.me/android and we'll take a closer look. Regards - Claressa
",2021-08-12 12:01:32
gp:AOqpTOGmGGEYNv8sapC_YGT_1Upy3KKHtuL8JB8D6tjV1-8UfJHCLpaRrMmlJhMUy8PgOrhTj8KlECvS1Lp-DG4,malekpw,https://play-lh.googleusercontent.com/a-/AOh14GjDiOFcgGEI6TFPkJ95ElOIPFkExhogjAy-z_l2WQ,"Thanks for this amazing app without it, my YouTube channel wouldn't exist 😂",5,0,2.126.1,2021-09-02 15:58:25,,
gp:AOqpTOFc53Nl3H7bhXM6_aBQQNiW9azBBqyxPG5KQda1NQva3Bm1I3GfzljXMuieRXTqMF4fWd5FSc97GoT3qvI,M. Imran,https://play-lh.googleusercontent.com/a-/AOh14GhvAe65SskGxCt4bDEbXLHgupPKFP1XzMcuvYV0r4c,Its really stunning app for the new initiative company. Really love this,5,0,2.120.0,2021-07-18 19:00:44,,
gp:AOqpTOGZKQeh0eKccj8O4K0l24oTJlWZAaijTlVcBIrNdIfFBIDOhhHaUYdhiXRwM-0xA_hzracRbXHWjV4afwg,Evy Mariel Dabajo,https://play-lh.googleusercontent.com/a-/AOh14GiJ651acvqw3UJlVw5VqxhwErXPu7WLh5tOyrLw,Very convenient and easy to use,5,0,2.126.0,2021-08-30 08:00:33,,
gp:AOqpTOGbSMMYyXuzq0ECFanlvpEzPB29gSX9GF8bDbq7vGje2T0oISbBZ9TQ2TR3UrY-UyT9oJWSscGFiw86TXA,Priya Ram,https://play-lh.googleusercontent.com/a/AATXAJxWqWLTvGDyerj9wTLnLmMOQfCl3oEhCeanWMnq=mo,this app is really amazing but only problem is it's taking time for pics to download,5,0,2.120.0,2021-07-21 14:52:41,,
gp:AOqpTOHfVlD5IkOubukT_d5PYy96Xr0W3BzdI7bcWarc7TLdPEyIBFw0SWtRh0Lj-U1mKnUtulAX1-k-0ow4AU0,Joyful Channel,https://play-lh.googleusercontent.com/a-/AOh14Ggx32wNzf9JnYZv33fhbABdOXuERipm0flAEPCCRg,"I love Canva, it is the best quick design softwares I know.",5,0,2.121.1,2021-08-08 01:22:53,,
gp:AOqpTOFQqI6xceM58HRz_k7sTSqlubSh0QalCx4hh8IAEFc7ORa6ktXqjIESR3JADtVg7kWCDg-_9ItE_dfJ2g0,Aktaruz Zaman,https://play-lh.googleusercontent.com/a/AATXAJzShsQXCNKInIqv1x4t2eCsmEpXBxqoWE7jKupG=mo,it is definitely a awesome app for graphic design.,4,0,2.117.0,2021-06-28 17:01:26,"Hello Aktaruz, thanks for your feedback and rating, we really appreciate it. You inspire us to get better. Please keep your app updated as we regularly release new features and improvements. Feel free to let us know your concerns thru canva.me/android. Thanks! - Cynch
",2021-06-28 23:10:02
gp:AOqpTOH41Lk0vai12u6VGhXRSvTMJSfcelXMe1mX39dOA_fuPsir0Z9XgcoORlKk1QAOMIpLFD2IPQTT39yb9gA,Alisha Khan,https://play-lh.googleusercontent.com/a-/AOh14GipcWsoy6GodBUyj9cPRBsuj1tjFz8qn31kxuNIQg,the best app ever as I am a fan of aesthetic edits so this is a perfect one for it love this app,5,0,2.120.0,2021-07-19 15:29:25,,
gp:AOqpTOGHha0JcaQ6Wfc8f1yHO3oR-JP6RoEGDc2zuV1fcLqi_wqXW1qO_BqmC1OtMlSKJRt0Sa_GHe_J3D7M0JE,Mantete Mokgele,https://play-lh.googleusercontent.com/a/AATXAJwvQHmT9OZ7pmQqgG7wWdzLTfF6BOy6lCSJNO8=mo,It's a very enjoyable app to edit your videos or pictures.,3,0,2.120.0,2021-07-30 18:26:00,"Hi there, thank you for the feedback. We're continuously working to make the app much better. Don't forget to check for updates as we regularly add new elements, release new features and improvements. - Lou",2021-08-10 23:33:08
gp:AOqpTOEHpJ-8cGwrGrXZs0rl9N2E6BOkh4c_UUu6wBJqV_rp7w-ubnSXVxxX1LsL-VDuflj77FDv23kBNzoyWC8,rishi gupta,https://play-lh.googleusercontent.com/a/AATXAJzf7vcRRBRWn3T6jJVX6u0_80k2Zu-X9cRU_4k=mo,this apps is very useful for beginners designer,5,0,2.128.0,2021-09-12 14:08:16,,
gp:AOqpTOH0MYtxmHaj3AFkrGOuYlctuyhCRisvImJ86fI5SCDdJkcCFStMAF0EdACrcTSBKoOBV7j1GabKDsgKx-8,Elemba Franklin,https://play-lh.googleusercontent.com/a-/AOh14GiCuOTsrJOawIQNeAA8kS62GUmVH10eaRdYRrWRmA,"wow a nice app , and have good future,but needs more fastness",3,0,2.127.0,2021-09-09 18:43:56,,
gp:AOqpTOFIOFg3wV5ckHtlzISTvN2PUlrC0wrDzK8tz5nvxYSLb6hCar6dJRKZ4GfxT28ltrcd22J7ZO0vi9BSEy0,RINCY ELZABETH,https://play-lh.googleusercontent.com/a-/AOh14GgVuW667_HW9ujBROvc992wd3I-CJjEkdkYdmhW,Can't insert images from gallery properly,3,0,2.124.0,2021-08-17 07:16:07,"
Hello Rincy, thanks for your feedback. We really appreciate it. Sorry to hear that you're having troubles with your photos. Here's the link for more info: https://bit.ly/2L0ZBPu. Please keep your app updated as well. If error persists, reach us at canva.me/android. Regards. - Claressa",2021-08-23 09:37:06
gp:AOqpTOE5Z_z6XWNrKKuHEs9hvOrxeK2TcsmC_gbM0H29Vzoi3BMC6wLz_3nzQVXsd_OyNXpoQCTU3g96k3gVQ3g,pulak smartin,https://play-lh.googleusercontent.com/a-/AOh14Gj19XFVjg3m6nSu3CcD7kqyhI814UrWadKh0bx_qG4,I can do everything what I want. Absolutely stunning app. Welldone Canva team,5,0,2.125.0,2021-08-26 15:40:57,,
gp:AOqpTOGVCPeJRcCCBaEG-j-mL1JVf_ZBWmvC3d65BJsCx127NpD0Cxz5ORcz8aseH_EDPClziUJfCt3iNnQ5mtY,Lea Tangilon,https://play-lh.googleusercontent.com/a/AATXAJy1LOBD4KEGZw-jr7DW0u8NxB5lpLXyyjZPTT9h=mo,"Nice app, easy to use. Specially for beginners",5,0,2.123.0,2021-08-12 05:59:53,,
gp:AOqpTOHRhQgE3RH1ZL3ekRn2pd7LbsUDqXa9BcTLL-OZSl5lLDuEm61ovqoOeDPulS-ikmYh51WJHc_n2mZaFm4,mandar kurdhondkar,https://play-lh.googleusercontent.com/a/AATXAJxjwyyZF9NSgtfJFd3mPUc2WJpDEKT008IsjSvt=mo,Worst ever experienced.. free tools didn't work like a lines .,1,0,2.125.0,2021-08-25 09:39:12,"Hello Mandar, we're sorry for the inconvenience you are encountering with the app when editing your designs. We have released an updated version of the app with better functionalities. We suggest that you keep your app updated. If error persists, send us a report at canva.me/android. Many thanks for your patience. - Cynch",2021-08-30 08:20:10
gp:AOqpTOEnycLlZSmb_HZY0wbZ6z4rasGmbigA6XqK8YGa4pt4p5jGQkg5qcGWVToIgqHgoScyVxm_tDorL0FID8M,ABIGAIL Mensah-Bonsu,https://play-lh.googleusercontent.com/a-/AOh14GgPIa1g-AkbUFvWptDj2rydc8T2lei252-qVDGqFBM,I absolutely love canvas. it has changed my business.❤❤❤,5,0,2.123.0,2021-08-10 17:43:33,,
gp:AOqpTOFf2b7m7Hr1ekvfoJo2iiK9EUaB1sHfyL7kCxb-w3v4x5E_ReDkrU1kVrbz0U6gX6_dav_MC3YLWc2qIso,Mari Manuel,https://play-lh.googleusercontent.com/a-/AOh14Gj5OjtkhpARez4MznRk1Q59HADaHdigIQciFq8,"i love this app but recently, downloading my work takes so slow and just doesnt work at all",3,0,2.123.0,2021-08-11 09:55:56,"Hi Mari. We're sorry to hear you're getting such issues with the app. We have an updated version which includes new performance improvements and error fixes that could fix the issue. If the issue recurs, send us a screenshot or video recording of the issue at canva.me/android. - ED",2021-08-15 14:59:45
gp:AOqpTOH1ocEtA2WycKu10QlfGfn8n7mIAKSsVzGxuSimfRQZ4I4PoJ9PDtfrpiwwHA15rr-QvUV3m-Z864MqXs8,tummalapalli chakravarthy,https://play-lh.googleusercontent.com/a-/AOh14Gij2qOIqAxKaogoKy-sFGSx5UAushMgxqZTKT2b,Excellent app...all my wishes and thoughts and ideas are implemented according to my wish... simply superb,5,0,2.123.0,2021-08-11 08:46:17,,
gp:AOqpTOHWPUjc-8Qy8jd2HzOEluA0YgWcFgvP1qfLxzbeXoUhZ58AkNDXan1gO29nmJCORIknQnvw2b2vdFPTYnM,Jene-Lee Botes,https://play-lh.googleusercontent.com/a/AATXAJzVrwsssidhur7ToM-RD3sfUL9nUKLXhaL02nhO=mo,I love this app. So many templates to choosw from !,5,0,2.122.0,2021-08-01 13:41:22,,
gp:AOqpTOGU35L40YV6_IxaIkTPggjAdJcn3D1ocy8n3-Yip-F2m9VYJtBdzM1somnTpT7CSsuF1jX8QtiV8Su82II,Ezema Samson Chidindu,https://play-lh.googleusercontent.com/a/AATXAJwiBOo8TPuAx99Ei9dMcu91UwBuvu-EYafRjx01=mo,"Great app, though lags sometimes but it's great.",5,0,2.123.0,2021-08-12 15:08:55,,
gp:AOqpTOGu8IjcvDsJrjh0xSRsAlkkUxVx0cT0Z9aIm4WMRYre5jjMHmCPuYv85dtOT3t3oC1UAJ9JGy3bqfknE9U,Saema Naz,https://play-lh.googleusercontent.com/a/AATXAJy-JXvdNBuVLq96IsB85iO-jw4ig0w_SQvIGC4Z=mo,one of the best Photo and all types social media Logo thumbnail font etc editing number one1 application,4,0,2.122.0,2021-08-02 06:57:46,"Hi Saema, thank you for the feedback. We're continuously working to make the app much better. Don't forget to check for updates as we regularly add new free elements, release new features and improvements. - Lou",2021-08-12 01:06:48
gp:AOqpTOF5pRAZy3BHslPAhR5-zcqJpCopWubT04KZd7hhKLZ_2y3PRq6S38_K3Nj-kujDmG9ziZo_DR0xnk1NwP8,GTwYT,https://play-lh.googleusercontent.com/a-/AOh14Giv1eivIQ8S5eMxcQUo4XvBcREWlIvY7KLExebOnA,easy to use full of interesting editing futures. I love it,5,0,2.123.0,2021-08-08 08:49:30,,
gp:AOqpTOGhPg-NrD4jNdMFNWa0UDP5nxMOQ3KJUQibz_OWXyB5i7LjXO6Om5R5mppQ8RUn5IzQ-M-l1noZAO7lGd0,Naani Natural,https://play-lh.googleusercontent.com/a-/AOh14Gg7SVwspX3aUroJmyX-cBLJXE3S_fCufmCywsikgg,this very use app. and learning photo video edits and future. I refer this app defenatly for use,5,0,2.120.0,2021-07-20 13:50:35,,
gp:AOqpTOEvQv3ssoM85F_5qIzacDrxThsXR27L0SS3rfPWlliqW8F6J1a9vcp-HRQmqQAfiyXPhLosRX9q6TcCeQM,Mr. Saharsh,https://play-lh.googleusercontent.com/a-/AOh14GgmqLEbmeX2ju2Ysq__YhKtU7bfTKjnRQbvBaPe,very easy to use and understanding homepage,5,0,2.121.1,2021-08-13 04:45:23,,
gp:AOqpTOGEbsttHFjbMgW5z5pukx-liAEZpG1PQk9nhD2g-ndDo_WdxYAlrCWz7n6u6KTxecvyFr2Qz_yOwg0HhxY,JanKa 08,https://play-lh.googleusercontent.com/a-/AOh14GhLu1pAB1nAjuZgn_KcGOL5W_8osMwyzSE1-zmM,really good and versatile and noob friendly,5,0,2.127.0,2021-09-10 13:26:48,,
gp:AOqpTOEcB2XOMGMSKEUAIZzKDYIg7WTVWAa-o2xQJKY_wlQvdNS0dgTa3mDE1llZhlo-mhuuCC2YFgmH-RfhPKY,Wentworth Derrick,https://play-lh.googleusercontent.com/a-/AOh14Gj5cCVlkrpoKDw1Vv8wwQ-Ed_XazYoEioKGENQHRQ,"Just what I've been looking for, very convenient for me.",5,0,2.118.0,2021-07-05 14:44:08,,
gp:AOqpTOGOGTYErmpH4fdEnKD7qPoVbg7LQSWbiBn5Ooevdih_gdsvAWivz80z318V_7YBac1pJ1pLzMlyRwaf3io,Remi Olaoshun,https://play-lh.googleusercontent.com/a/AATXAJwbsuTHiD-d1OCU6FGhFtj95x7VUS9aFmhDB5N2=mo,"Cool and fantastic app to create fun pictures, logo etc",5,0,2.123.0,2021-08-11 16:31:35,,
gp:AOqpTOEZAJXEVRDlOCFyYFFEyl6ICJ1IihqB892BTe3Y3BGhJfL41Ovs42enMGs6cEuSij7-Ndgx2yF0q8M-7_A,Priya Kundu,https://play-lh.googleusercontent.com/a-/AOh14GjOEGCTz0CZPbPasr-8A77ACRncNv0-8RuYML0J,All good except .. app is running slow... except that it is amazing....,4,0,2.122.0,2021-08-11 05:11:18,"Hi there. Thanks for the feedback. We appreciate that you let us know what you think of the app. We are continuously working to make the app better and improve your design experience. We suggest you keep yours updated. If you have other concerns, reach us out at canva.me/android. Kind regards. - ED",2021-08-16 15:30:50
gp:AOqpTOFLAr3-Slc7UufjnXhqaTxshi4Yui28nPO_tDDdCITX-kFB11MVpMiNg2lrIkhVwZCDcn_KICVE3g3C-A8,Neha Sharma,https://play-lh.googleusercontent.com/a/AATXAJxYpyHYs78xt7aJs7RrDlY3QRgjvcEl5_56R-LL=mo,I'm not able to download my designs.. This is so irritating.. Please resolve this issue.,1,0,2.124.0,2021-08-14 15:06:42,"Hi Neha, we're sorry if your unable to download your designs in the app. We want to make sure that you are properly assisted with the issue you encountered. Please provide us more details through here: canva.me/android. Don't forget to check for updates to get all the functionality of the app. - Lou",2021-08-19 05:11:50
gp:AOqpTOEETSnFgjbsciZDIZ9gv3uCys0Ogd0MjyvSSYbEtF6Ch3I2HiNlaayHDOzjvNaXKLW8TxMHDS0mQbvT3sM,Abolfazl sholeh,https://play-lh.googleusercontent.com/a-/AOh14GhYNx0THpYjHYaDcqe-f_VaxqDDy6nnvCq2Xa0rWQ,"This program is very, very great, I never thought I could easily build my YouTube with it 🙏🏻👌🏻",5,0,2.124.0,2021-08-14 02:44:09,,
gp:AOqpTOHsMDKDqS9j820yhIEwvIiyHavslI8bfHYECxcUm2Wfv6asdbMsmTSgzj3PmRxCSaGsyj2jPUAxV_r0AZU,Awan Listiyanto,https://play-lh.googleusercontent.com/a-/AOh14GgCtqtgwjXttZVKr79kJ1jG4sBsBR4ysNX_J9T8oA,"The newer the version, the harder for me to save as image my design",2,0,2.117.0,2021-07-01 08:17:13,"Hi there. We're sorry to hear that you are having trouble with the app. We will make sure to take note of this for us to improve the app. For us to check, kindly send us a screenshot or a recording of the issue and send it through canva.me/android. Kindly keep an eye to our future updates with performance improvements. Thank you -Gel
",2021-07-04 17:37:02
gp:AOqpTOEpIvrE_PIov3M0rsP8ThqsxJGMSw1cC1-_tqz5E3Q6jiDO-rEq6zbjobh4UdpBM_afienED4EldxnPH84,Azan bonduu,https://play-lh.googleusercontent.com/a/AATXAJw4wD7HsDFNf2-KeFjvpcPE1R92VeuT2sEuEVuo=mo,this is a good app for graphic design,5,0,2.128.0,2021-09-13 03:43:05,,
gp:AOqpTOHe9zZHIQK9rDtLTGuLEGWEusygtq17teWQg55Vd4xeiCv-rWh6TbMSXCuUG4cL51I02BYwGQTtt0oXEGA,Georgina Y. Escovedo,https://play-lh.googleusercontent.com/a-/AOh14Gjor3J8OGnqwkmOq26UEzq2I8VfREI7_cy6dN57Mg,I'm very satisfied with this I have finally found something that's user friendly and easy to use. I truly appreciate it thank you.,5,0,2.117.0,2021-06-24 06:26:00,,
gp:AOqpTOGl_V1jyiGIzvXx0RgMUYAwfRxwGzXuzpIEU34nxW5SQth5pGHY43IL4htGrnRgzKYRAx0uTCUAMkcw9Po,Pampa Biswas,https://play-lh.googleusercontent.com/a/AATXAJwMfKCMPfeoVKwqXHkUn11ejElmKzI6d2jg-FT0=mo,its one of the best logo design app here u r make ur different types of design.its amazing,5,0,2.117.0,2021-07-01 07:58:39,,
gp:AOqpTOFrv_f4EBJ_GSAEu-TsBsuf08VglXW3Uf2r5LaIiHI1tyrG3LN_t5RrazOq1D1XUyzXti_QAsvOM8m8Szw,James Olowo,https://play-lh.googleusercontent.com/a-/AOh14Gi5bSIK3fXZFkgd229uPc3XGVsRVphpn0iUtF6y,Super app. Graphics design on the go.,4,0,2.118.0,2021-07-01 14:14:00,"Hi James. Thank you for your feedback and rating. Kindly keep an eye to our future updates with performance improvements and bug fixes. For concerns, reach us at canva.me/android. Cheers to more awesome designs! -Gel",2021-07-03 15:20:31
gp:AOqpTOFWDcEdCOWOhCU5i-AfSPv0UfjUrMPdpV02L9uocTqOpv4HwOL1cPw4SigGP1nszvPwxWjVu4R00vybaNM,Jeff Robertson,https://play-lh.googleusercontent.com/a-/AOh14GiGhDFSw5GnciDo6ztiCPkXorlpqOAfkopCvYPaxQ,Stay out of my feed with your advertisements. Advertising in all the wrong places. Your marketing just not pertained to my industry whatsoever.,1,0,2.121.1,2021-08-13 17:53:38,"Hi Jeff, we are sorry for the less than stellar experience. Mind telling us more about your experience that led to this rating? We'd like to know so we can improve. You can send your details on this link: canva.me/android. Kindly ensure you have the latest version of the app. Thank you for your patience. - Claressa
",2021-08-13 17:19:38
